p,phat,new_p,new_phat,phat_mc,new_p_mc,new_phat_mc,phat_de,new_p_de,new_phat_de,phat_bs,new_p_bs,new_phat_bs
1e-10,0.0,5.459125792013214e-10,0.0,0.0,2.2161252160036037e-10,0.0,0.0,3.675475475207928e-10,0.0,0.0,2.1147814480033035e-10,0.0
0.001001001100900901,0.0004767296347059174,0.0020256118811062254,0.0009534592694118348,0.0006555032477206364,0.0011840594447987914,0.0008342768607353555,0.00035754722602943806,0.0019327527093540102,0.001072641678088314,0.0011322328824265539,0.0010994837773131635,0.0011918240867647934
0.002002002101801802,0.0008938680650735951,0.002862534890034022,0.0014301889041177522,0.0012514152911030333,0.002214118532709926,0.0014897801084559918,0.001072641678088314,0.0031981711694698926,0.00184732733448543,0.00184732733448543,0.0020397776818019925,0.00184732733448543
0.003003003102702703,0.0016089625171324712,0.0042707875701083215,0.002562421786544306,0.002026100947500149,0.003159766539349635,0.002204874560514868,0.0017281449258089506,0.004880900065838081,0.0026816041952207855,0.0028603778082355045,0.00270931608894423,0.0025028305822060665
0.004004004103603603,0.0024432393778678267,0.005631424093477444,0.003337107442941422,0.0032179250342649424,0.0038293049464918722,0.0029199690125737443,0.0022644657648531077,0.005787632159015741,0.003158333829926703,0.003873428281985579,0.0035812360156008013,0.003337107442941422
0.005005005104504504,0.0029795602169119836,0.006994426549817539,0.004052201895000298,0.004052201895000298,0.004993682603664614,0.004052201895000298,0.0029199690125737443,0.006995684605466417,0.003873428281985579,0.005363208390441571,0.004661902686837629,0.004767296347059174
0.006006006105405405,0.00363506346463262,0.00888626396174698,0.005065252368750372,0.004648113938382695,0.005496765961335832,0.0043501579166914965,0.003277516238603182,0.00805209646099623,0.004648113938382695,0.005780346820809248,0.005718354268415446,0.005601573207794529
0.007007007106306307,0.004052201895000298,0.010387765431247436,0.006495441272868125,0.005184434777426852,0.005992720336996749,0.004588522734044455,0.003873428281985579,0.009773938334125458,0.0056611644121327695,0.006495441272868125,0.006609211996778861,0.0061974852511769265
0.008008008107207207,0.004588522734044455,0.012314216349491012,0.007746856563971158,0.0058399380251474885,0.006598372123396815,0.005005661164412133,0.004648113938382695,0.011012741963009848,0.006137894046838686,0.007568082950956439,0.007787678927462485,0.0073297181336034805
0.009009009108108108,0.005065252368750372,0.013595085886315144,0.008342768607353555,0.0061974852511769265,0.007198346172342652,0.005363208390441571,0.005184434777426852,0.01227854505714794,0.007150944520588761,0.008402359811691794,0.00855123694173779,0.007985221381324117
0.010010010109009008,0.0061974852511769265,0.01489226987796987,0.009117454263750671,0.007031762111912282,0.007780553482901119,0.005780346820809248,0.005720755616471009,0.013629427261872693,0.007985221381324117,0.009117454263750671,0.009245106148674862,0.008521542220368274
0.01101101110990991,0.006852988498897563,0.016708567411114605,0.010786007985221382,0.007806447768309397,0.008415973696397443,0.0060187116381622075,0.006137894046838686,0.015445676269193381,0.008700315833382993,0.009772957511471307,0.010074027041092254,0.009117454263750671
0.012012012110810811,0.007448900542279959,0.018209275604795152,0.011799058458971456,0.008581133424706512,0.009111013102016872,0.006316667659853406,0.006912579703235802,0.017069923006088374,0.009653775102794828,0.010905190393897861,0.01081795860458363,0.009653775102794828
0.013013013111711711,0.007925630176985877,0.0206716562916124,0.013348429771765688,0.009355819081103629,0.01000373097820652,0.007031762111912282,0.007627674155294678,0.01899547237660779,0.010726416780883142,0.012097014480662653,0.011461730339317714,0.010309278350515464
0.014014014112612614,0.008461951016030034,0.02286324233236621,0.014480662654192242,0.010249687146177223,0.010896448854396173,0.0076872653596329185,0.008163994994338836,0.02030571638938021,0.011322328824265539,0.012812108932721531,0.012087575003163554,0.010905190393897861
0.015015015113513514,0.009355819081103629,0.024673773167151435,0.015493713127942316,0.01084559918955962,0.011625344494654051,0.008402359811691794,0.008640724629044753,0.021979562407235805,0.012275788093677372,0.013944341815148083,0.012875267246860304,0.011918240867647934
0.016016016114414416,0.010428460759191942,0.026120487799001772,0.017043084440736548,0.011620284845956737,0.012616420454397443,0.00923663667242715,0.00923663667242715,0.02311748479629907,0.013050473750074489,0.015195757106251118,0.013565467533730254,0.012514152911030332
0.01701701711531532,0.01102437280257434,0.027596833051707105,0.01799654371014838,0.011858649663309696,0.013405714843782631,0.009832548715809547,0.009653775102794828,0.024593830049004402,0.013884750610809845,0.016030033966986473,0.014354001540704734,0.013169656158750969
0.018018018116216217,0.011679876050294977,0.029588147065031885,0.019367141409927895,0.01269292652404505,0.013963663516401163,0.010190095941838985,0.010309278350515464,0.026568396222770522,0.014957392288898159,0.016983493236398306,0.015297226389768255,0.014182706632501043
0.01901901911711712,0.012335379298015613,0.031552824356248274,0.02038019188367797,0.013825159406471605,0.014775411227223234,0.010726416780883142,0.010726416780883142,0.02806209648981706,0.01608962517132471,0.018115726118824862,0.01607766573672284,0.015255348310589356
0.02002002011801802,0.01299088254573625,0.033124382622078424,0.021333651153089803,0.01454025385853048,0.015577197817172353,0.011203146415589059,0.011262737619927299,0.029806856849880613,0.01674512841904535,0.019128776592574937,0.016782443007398878,0.015672486740957035
0.02102102111891892,0.013884750610809845,0.03469510572159159,0.02210833680948692,0.015314939514927597,0.016364890060869105,0.011679876050294977,0.011977832071986175,0.031024199408321046,0.017341040462427744,0.020022644657648532,0.017612607788144143,0.01656635480603063
0.022022022119819823,0.014003933019486324,0.035966196653888075,0.022704248852869317,0.01608962517132471,0.017161055128894015,0.012037423276324415,0.012335379298015613,0.03257035840621145,0.01841368214051606,0.021095286335736846,0.018505325664333796,0.017519814075442466
